"providers","HAI_1_CI_LOWER","HAI_1_CI_UPPER","HAI_3_CI_LOWER","HAI_3_CI_UPPER","HAI_5_CI_LOWER","HAI_5_CI_UPPER"
521329,NA,NA,NA,NA,NA,NA
521330,NA,NA,NA,NA,NA,NA
521331,NA,NA,NA,NA,NA,NA
521333,NA,NA,NA,NA,NA,NA
521334,NA,NA,NA,NA,NA,NA
521335,NA,NA,NA,NA,NA,NA
521336,NA,NA,NA,NA,NA,NA
521337,NA,NA,NA,NA,NA,NA
521338,NA,NA,NA,NA,NA,NA
521339,NA,NA,NA,NA,NA,NA
521340,NA,NA,NA,NA,NA,NA
521341,NA,NA,NA,NA,NA,NA
521342,NA,NA,NA,NA,NA,NA
521343,NA,NA,NA,NA,NA,NA
521344,NA,NA,NA,NA,NA,NA
521345,NA,NA,NA,NA,NA,NA
521346,NA,NA,NA,NA,NA,NA
521347,NA,NA,NA,NA,NA,NA
521348,NA,NA,NA,NA,NA,NA
521349,NA,NA,NA,NA,NA,NA
521350,NA,NA,NA,NA,NA,NA
521351,NA,NA,NA,NA,NA,NA
521352,NA,NA,NA,NA,NA,NA
521353,NA,NA,NA,NA,NA,NA
521354,NA,NA,NA,NA,NA,NA
521355,NA,NA,"0.518","5.547",NA,NA
521356,NA,NA,NA,NA,NA,NA
521357,NA,NA,NA,NA,NA,NA
521358,NA,NA,NA,NA,NA,NA
521359,NA,NA,NA,NA,NA,NA
530002,NA,NA,NA,NA,NA,NA
530006,NA,NA,NA,NA,NA,NA
530008,NA,NA,NA,NA,NA,NA
530011,NA,NA,NA,NA,NA,NA
530012,NA,"1.001","0.349","2.651",NA,"1.913"
530014,"0.018","1.799","0.031","3.104","0.199","3.931"
530015,NA,NA,NA,NA,NA,NA
530025,NA,NA,NA,NA,NA,NA
530032,NA,NA,NA,NA,NA,NA
530033,NA,NA,NA,NA,NA,NA
531301,NA,NA,NA,NA,NA,NA
531302,NA,NA,NA,NA,NA,NA
531303,NA,NA,NA,NA,NA,NA
531304,NA,NA,NA,NA,NA,NA
531305,NA,NA,NA,NA,NA,NA
531306,NA,NA,NA,NA,NA,NA
531307,NA,NA,NA,NA,NA,NA
531308,NA,NA,NA,NA,NA,NA
531309,NA,NA,NA,NA,NA,NA
531310,NA,NA,NA,NA,NA,NA
531312,NA,NA,NA,NA,NA,NA
531313,NA,NA,NA,NA,NA,NA
531314,NA,NA,NA,NA,NA,NA
531316,NA,NA,NA,NA,NA,NA
670004,NA,NA,NA,NA,NA,NA
670005,NA,NA,NA,NA,NA,NA
670006,NA,NA,NA,NA,NA,NA
670008,NA,NA,NA,NA,NA,NA
670010,NA,NA,NA,NA,NA,NA
670023,"0.657","2.471","0.590","3.568","0.014","1.410"
650001,NA,NA,NA,NA,NA,NA
660001,NA,NA,NA,NA,NA,NA
670024,"0.858","3.230","0.018","1.754","0.028","2.729"
670025,NA,NA,NA,NA,NA,NA
670031,"0.606","4.603",NA,"1.625",NA,NA
670034,"0.034","3.303","0.033","3.277",NA,"2.216"
670041,"0.235","1.784","0.022","2.144",NA,"1.766"
670043,"0.233","4.598",NA,"2.138",NA,NA
670044,NA,NA,"0.018","1.809",NA,NA
670046,NA,NA,NA,NA,NA,NA
670047,NA,"0.947","1.258","9.553","0.028","2.763"
670049,NA,NA,NA,NA,NA,NA
670053,"0.520","3.948","1.098","6.640",NA,NA
670054,NA,NA,NA,NA,NA,NA
670055,"0.108","2.121","0.447","2.022",NA,"1.386"
670056,"1.057","3.493","0.153","3.008","1.090","8.275"
670058,NA,NA,NA,NA,NA,NA
670059,NA,NA,NA,NA,NA,NA
670060,NA,NA,NA,NA,NA,NA
670061,NA,NA,NA,NA,NA,NA
670062,NA,NA,NA,NA,NA,NA
670067,NA,NA,NA,NA,NA,NA
670068,"0.621","4.713","0.027","2.653",NA,NA
670069,NA,NA,NA,NA,NA,NA
670071,"0.037","3.675",NA,NA,NA,NA
670073,NA,NA,NA,NA,NA,NA
670075,NA,"1.891",NA,NA,NA,NA
670076,NA,NA,NA,NA,NA,NA
670077,"0.212","2.267","0.021","2.052",NA,"1.879"
670078,NA,NA,NA,NA,NA,NA
670080,NA,NA,"0.579","6.195",NA,NA
670082,"0.336","3.597","0.287","3.071",NA,"1.958"
670083,NA,NA,NA,NA,NA,NA
670085,"0.171","3.361","0.032","3.186",NA,NA
670087,NA,NA,NA,NA,NA,NA
670088,"0.049","4.807","0.363","3.879","0.046","4.500"
670090,NA,NA,NA,NA,NA,NA
670092,NA,NA,NA,NA,NA,NA
670095,NA,NA,NA,NA,NA,NA
670096,NA,"1.336",NA,NA,NA,NA
670097,NA,NA,NA,NA,NA,NA
670098,NA,NA,NA,NA,NA,NA
670103,NA,"1.904",NA,NA,NA,NA
670106,NA,NA,NA,NA,NA,NA
670107,NA,NA,NA,NA,NA,NA
670108,NA,NA,NA,NA,NA,NA
670109,NA,NA,NA,NA,NA,NA
670110,NA,NA,NA,NA,NA,NA
670112,NA,NA,NA,NA,NA,NA
670114,NA,NA,NA,NA,NA,NA
670116,NA,NA,NA,NA,NA,NA
670118,NA,NA,NA,NA,NA,NA
670120,NA,NA,NA,NA,NA,NA
